,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params
0,0.8764940239043825,0.8896276595744681,0.8909574468085106,0.8843085106382979,0.851063829787234,0.8784897633608083,0.014623538663288187,22,48.19873781204224,7.416578093807144,0.04395194053649902,0.012200885696665808,mae,0.01328322299832468,deviance,8,log2,5,2,63,0.7394782887996654,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.01328322299832468), ('loss', 'deviance'), ('max_depth', 8), ('max_features', 'log2'), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 63), ('subsample', 0.7394782887996654)])"
1,0.9322709163346613,0.9335106382978723,0.9321808510638298,0.9281914893617021,0.9215425531914894,0.9295400159532039,0.004380867480424339,16,87.88977022171021,8.786113987709976,0.04090738296508789,0.015877020351337333,mae,0.04668884070205238,deviance,22,log2,4,2,68,0.928723943060398,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.04668884070205238), ('loss', 'deviance'), ('max_depth', 22), ('max_features', 'log2'), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 68), ('subsample', 0.928723943060398)])"
2,0.8950863213811421,0.913563829787234,0.9215425531914894,0.8922872340425532,0.8936170212765957,0.90321722946025,0.012004219106500544,19,100.61844387054444,6.1453636202379665,0.039606237411499025,0.007263051677518183,mae,0.010638933664917376,exponential,15,log2,4,7,68,0.990466056612989,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.010638933664917376), ('loss', 'exponential'), ('max_depth', 15), ('max_features', 'log2'), ('min_samples_leaf', 4), ('min_samples_split', 7), ('n_estimators', 68), ('subsample', 0.990466056612989)])"
3,0.9402390438247012,0.9321808510638298,0.9401595744680851,0.9295212765957447,0.9361702127659575,0.9356554107950014,0.004272377241115283,14,78.81774401664734,1.8872436599636075,0.04679250717163086,0.020388244622028113,mae,0.06654968297130963,deviance,21,log2,4,10,81,0.7635782745932461,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.06654968297130963), ('loss', 'deviance'), ('max_depth', 21), ('max_features', 'log2'), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 81), ('subsample', 0.7635782745932461)])"
4,0.9455511288180611,0.9375,0.9388297872340425,0.9375,0.9375,0.9393778250465302,0.0031313365983067845,12,102.29870071411133,14.227624525790112,0.05501847267150879,0.012550402269444517,mae,0.05236293929735302,deviance,29,log2,3,8,75,0.9382689022901303,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.05236293929735302), ('loss', 'deviance'), ('max_depth', 29), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 8), ('n_estimators', 75), ('subsample', 0.9382689022901303)])"
5,0.9415670650730412,0.9321808510638298,0.9348404255319149,0.9414893617021277,0.9281914893617021,0.9356554107950014,0.005242889448750952,14,141.01081161499025,4.437594432627748,0.03387727737426758,0.009496161005092457,mae,0.07293190523422617,exponential,11,sqrt,1,7,65,0.8582316148739674,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.07293190523422617), ('loss', 'exponential'), ('max_depth', 11), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 65), ('subsample', 0.8582316148739674)])"
6,0.9070385126162018,0.9228723404255319,0.9188829787234043,0.9202127659574468,0.9095744680851063,0.9157139058760968,0.006237458473357502,18,28.24252529144287,0.517681610876752,0.016799020767211913,0.0009558303470398332,mae,0.015611264415263513,exponential,20,log2,4,6,73,0.9438912542272697,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.015611264415263513), ('loss', 'exponential'), ('max_depth', 20), ('max_features', 'log2'), ('min_samples_leaf', 4), ('min_samples_split', 6), ('n_estimators', 73), ('subsample', 0.9438912542272697)])"
7,0.9442231075697212,0.9428191489361702,0.9441489361702128,0.9428191489361702,0.9361702127659575,0.9420366923690507,0.0029958793866668863,8,1.8303983211517334,0.04857272798644733,0.016544103622436523,0.0004891442657336272,friedman_mse,0.30044074314959107,exponential,28,sqrt,1,6,50,0.5657522887795485,"OrderedDict([('criterion', 'friedman_mse'), ('learning_rate', 0.30044074314959107), ('loss', 'exponential'), ('max_depth', 28), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 6), ('n_estimators', 50), ('subsample', 0.5657522887795485)])"
8,0.949535192563081,0.9428191489361702,0.949468085106383,0.9468085106382979,0.9414893617021277,0.9460249933528317,0.003335903425303105,2,1.655189085006714,0.04835921120815683,0.016017389297485352,0.0004389217895235749,friedman_mse,0.10891896379362535,exponential,34,log2,3,5,96,0.6665270013623132,"OrderedDict([('criterion', 'friedman_mse'), ('learning_rate', 0.10891896379362535), ('loss', 'exponential'), ('max_depth', 34), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 96), ('subsample', 0.6665270013623132)])"
9,0.952191235059761,0.9414893617021277,0.9441489361702128,0.9534574468085106,0.9375,0.9457591066205796,0.006159180153335378,3,3.004193067550659,0.06228122025087389,0.02292914390563965,0.007946985750980977,friedman_mse,0.2222548678685647,exponential,37,sqrt,2,8,96,0.9782870712898664,"OrderedDict([('criterion', 'friedman_mse'), ('learning_rate', 0.2222548678685647), ('loss', 'exponential'), ('max_depth', 37), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 8), ('n_estimators', 96), ('subsample', 0.9782870712898664)])"
10,0.9601593625498008,0.9335106382978723,0.9454787234042553,0.9534574468085106,0.9335106382978723,0.9452273331560755,0.010634579932830875,5,95.64202556610107,3.417487753465339,0.022135257720947266,0.007696852242958717,mae,0.12154034230881204,deviance,50,sqrt,1,10,100,1.0,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.12154034230881204), ('loss', 'deviance'), ('max_depth', 50), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 100), ('subsample', 1.0)])"
11,0.9455511288180611,0.9335106382978723,0.9361702127659575,0.9375,0.9268617021276596,0.9359212975272534,0.006053924958576143,13,11.322673463821411,0.3751765189057437,0.011489534378051757,0.005950580962023869,mae,1.0,exponential,50,log2,5,10,100,0.5,"OrderedDict([('criterion', 'mae'), ('learning_rate', 1.0), ('loss', 'exponential'), ('max_depth', 50), ('max_features', 'log2'), ('min_samples_leaf', 5), ('min_samples_split', 10), ('n_estimators', 100), ('subsample', 0.5)])"
12,0.8406374501992032,0.8617021276595744,0.8710106382978723,0.8470744680851063,0.8430851063829787,0.8526987503323584,0.011712614817078852,23,8.468574571609498,0.1456731518455549,0.0075339794158935545,0.00742433171339203,mae,1.0,deviance,1,log2,2,8,100,0.8354873459821961,"OrderedDict([('criterion', 'mae'), ('learning_rate', 1.0), ('loss', 'deviance'), ('max_depth', 1), ('max_features', 'log2'), ('min_samples_leaf', 2), ('min_samples_split', 8), ('n_estimators', 100), ('subsample', 0.8354873459821961)])"
13,0.949535192563081,0.9361702127659575,0.9481382978723404,0.9441489361702128,0.9375,0.943100239298059,0.005427600969764971,6,0.7874929428100585,0.02638451813979729,0.015988540649414063,0.00043648448795226746,friedman_mse,0.17437568627855796,deviance,34,log2,4,10,80,0.5,"OrderedDict([('criterion', 'friedman_mse'), ('learning_rate', 0.17437568627855796), ('loss', 'deviance'), ('max_depth', 34), ('max_features', 'log2'), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 80), ('subsample', 0.5)])"
14,0.848605577689243,0.898936170212766,0.9082446808510638,0.8843085106382979,0.8856382978723404,0.8851369316671098,0.020303157494499628,20,0.20379528999328614,0.021920900354849757,0.009722471237182617,0.007939079679955451,friedman_mse,1.0,deviance,1,sqrt,5,2,100,0.5,"OrderedDict([('criterion', 'friedman_mse'), ('learning_rate', 1.0), ('loss', 'deviance'), ('max_depth', 1), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 100), ('subsample', 0.5)])"
15,0.9455511288180611,0.9335106382978723,0.9428191489361702,0.9468085106382979,0.9388297872340425,0.9415049189045467,0.004843191742207035,9,156.60680322647096,8.178280973671642,0.015728855133056642,0.008123980832580285,mae,0.742706389054563,deviance,20,sqrt,1,10,100,1.0,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.742706389054563), ('loss', 'deviance'), ('max_depth', 20), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 100), ('subsample', 1.0)])"
16,0.8711819389110226,0.8803191489361702,0.8909574468085106,0.8882978723404256,0.8789893617021277,0.8819462908800851,0.007055405042991397,21,9.802923250198365,0.20307526305383458,0.016112852096557616,0.0034295975164127922,mae,0.01,deviance,43,sqrt,5,2,50,0.5,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.01), ('loss', 'deviance'), ('max_depth', 43), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 50), ('subsample', 0.5)])"
17,0.9561752988047809,0.9428191489361702,0.9507978723404256,0.9481382978723404,0.9388297872340425,0.947354427014092,0.006059247879851863,1,123.25537095069885,2.5836862720258895,0.022691869735717775,0.006338714493261857,mae,0.8690133098756432,deviance,39,log2,1,10,100,1.0,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.8690133098756432), ('loss', 'deviance'), ('max_depth', 39), ('max_features', 'log2'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 100), ('subsample', 1.0)])"
18,0.7689243027888446,0.7473404255319149,0.8058510638297872,0.8071808510638298,0.7832446808510638,0.7825046530178144,0.022693728189853258,24,2.1270431995391847,0.07175380951401328,0.023835277557373045,0.006699726516090164,friedman_mse,1.0,deviance,50,sqrt,1,10,100,0.516621438310282,"OrderedDict([('criterion', 'friedman_mse'), ('learning_rate', 1.0), ('loss', 'deviance'), ('max_depth', 50), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 100), ('subsample', 0.516621438310282)])"
19,0.6759628154050464,0.711436170212766,0.6795212765957447,0.6848404255319149,0.6329787234042553,0.6769476203137463,0.025265653788559106,25,21.109913539886474,1.1555552562749571,0.02300724983215332,0.0041242063425176835,mae,1.0,deviance,38,log2,3,10,100,0.5768531579520502,"OrderedDict([('criterion', 'mae'), ('learning_rate', 1.0), ('loss', 'deviance'), ('max_depth', 38), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 10), ('n_estimators', 100), ('subsample', 0.5768531579520502)])"
20,0.9375830013280213,0.9361702127659575,0.9468085106382979,0.9401595744680851,0.9414893617021277,0.9404413719755385,0.003691178062998949,10,0.683199691772461,0.0204532947181534,0.01624884605407715,0.0005114046754716142,friedman_mse,0.10850351563723927,deviance,18,log2,5,8,77,0.5196800071315489,"OrderedDict([('criterion', 'friedman_mse'), ('learning_rate', 0.10850351563723927), ('loss', 'deviance'), ('max_depth', 18), ('max_features', 'log2'), ('min_samples_leaf', 5), ('min_samples_split', 8), ('n_estimators', 77), ('subsample', 0.5196800071315489)])"
21,0.9442231075697212,0.9414893617021277,0.9561170212765957,0.9468085106382979,0.9401595744680851,0.9457591066205796,0.005662030133333159,3,36.11990060806274,0.6957097860340693,0.014826297760009766,0.001729641822894316,mae,0.7755762924871037,exponential,35,log2,3,2,97,0.8429022711573502,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.7755762924871037), ('loss', 'exponential'), ('max_depth', 35), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 2), ('n_estimators', 97), ('subsample', 0.8429022711573502)])"
22,0.9482071713147411,0.9321808510638298,0.9534574468085106,0.9468085106382979,0.9335106382978723,0.9428343525658069,0.008460297778390325,7,21.96890969276428,0.49030181659296135,0.011120128631591796,0.006125247700455486,mae,0.43163047101714913,exponential,15,log2,4,10,91,0.7831981725280914,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.43163047101714913), ('loss', 'exponential'), ('max_depth', 15), ('max_features', 'log2'), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 91), ('subsample', 0.7831981725280914)])"
23,0.9322709163346613,0.9388297872340425,0.9481382978723404,0.9441489361702128,0.9375,0.9401754852432863,0.005489791297602691,11,0.46260533332824705,0.019905970447232395,0.009516668319702149,0.007772229233167761,friedman_mse,0.3120020426412622,exponential,9,log2,4,2,67,0.8167243074824663,"OrderedDict([('criterion', 'friedman_mse'), ('learning_rate', 0.3120020426412622), ('loss', 'exponential'), ('max_depth', 9), ('max_features', 'log2'), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 67), ('subsample', 0.8167243074824663)])"
24,0.9269588313413014,0.9321808510638298,0.9335106382978723,0.925531914893617,0.9202127659574468,0.9276788088274395,0.004798291557989856,17,22.73184952735901,0.7402250733128299,0.011590242385864258,0.0026483787405613243,mae,0.017461371141699794,deviance,25,log2,3,8,67,1.0,"OrderedDict([('criterion', 'mae'), ('learning_rate', 0.017461371141699794), ('loss', 'deviance'), ('max_depth', 25), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 8), ('n_estimators', 67), ('subsample', 1.0)])"
